ENGLISH CATEGORY,中文類別,ENGLISH NAME,中文名稱,NORTHING,EASTING,ENGLISH ADDRESS,中文地址,TELEPHONE,FAX NUMBER,OPENING HOURS,EMAIL ADDRESS,WEBSITE
Recycling Organisations and Collection Points,回收機構及收集點,China Mobile Hong Kong,中國移動香港,821351,834517,"Shop 121, 1/F, Dragon Centre, 37K Yen Chow Street, Sham Shui Po",深水?欽州街37號K西九龍中心1樓121號舖,2945 8888,,,recycling_helpline@epd.gov.hk ,https://www.wastereduction.gov.hk/apps/vicinity_result.jsp?collection_type=outlet&material_type=col_recharge_battery&district_id=0
Recycling Organisations and Collection Points,回收機構及收集點,DSC,德爾斯,820594,840396,"G/F & 1/F, Phase 3, Amoy Plaza, 77 Ngau Tau Kok Road, Kowloon Bay",九龍灣牛頭角道77號淘大商場3期地下及一樓,2117 1838,,,recycling_helpline@epd.gov.hk,https://www.wastereduction.gov.hk/apps/vicinity_result.jsp?collection_type=outlet&material_type=col_fluo_lamp&district_id=0
Recycling Organisations and Collection Points,回收機構及收集點,Shell,蜆殼油站,824067.8,828308.9,"173 Tsing Yi Road West, Tsing Yi",青衣西路173號,2431 0223,,,recycling_helpline@epd.gov.hk,https://www.wastereduction.gov.hk/apps/vicinity_result.jsp?collection_type=outlet&material_type=col_recharge_battery&district_id=0
Recycling Organisations and Collection Points,回收機構及收集點,Shun Hing Electric Works & Engineering Co. Ltd,信興電工工程有限公司,817927,836346,"Room 601, 6/F, East Ocean Centre, 98 Granville Road, Tsim Sha Tsui East",尖沙咀東加連威老道98號東海商業中心6樓601室,2861 2767,,,recycling_helpline@epd.gov.hk ,https://www.wastereduction.gov.hk/apps/vicinity_result.jsp?collection_type=outlet&material_type=col_fluo_lamp&district_id=0
Recycling Organisations and Collection Points,回收機構及收集點,China Mobile Hong Kong,中國移動香港,828201,815694,"Shops 69-70, Level 2, Tuen Mun Town Plaza, Tuen Mun",屯門屯門市廣場2樓69-70號舖,2945 8888,,,recycling_helpline@epd.gov.hk ,https://www.wastereduction.gov.hk/apps/vicinity_result.jsp?collection_type=outlet&material_type=col_recharge_battery&district_id=0
Recycling Organisations and Collection Points,回收機構及收集點,PlayStation,PlayStation,825668,829760,"Sports Tenant Zone (between Shop UG53 & UG70), Citywalk I, 1 Yeung Uk Road, Tsuen Wan",荃灣楊屋道1號荃新天地(UG53及UG70店之間),2341 2356,,,recycling_helpline@epd.gov.hk ,https://www.wastereduction.gov.hk/apps/vicinity_result.jsp?collection_type=outlet&material_type=col_recharge_battery&district_id=0
Recycling Organisations and Collection Points,回收機構及收集點,The Boys' & Girls' Clubs Association of Hong Kong,香港小童群益會,820652,844432,"2/F, Po Kan House East, Po Lam Estate, Tseung Kwan O",將軍澳寶林?寶勤樓東座二樓,2701 4388,,,recycling_helpline@epd.gov.hk,https://www.wastereduction.gov.hk/apps/vicinity_result.jsp?collection_type=outlet&material_type=col_recharge_battery&district_id=0
Recycling Organisations and Collection Points,回收機構及收集點,McDonald's,麥當勞,820921,834021,"Shop No.128 & 129 on 1/F., Fu Cheong Shopping Centre, Sham Shui Po",深水?富昌商場1樓128至129號舖,2142 4961,,,recycling_helpline@epd.gov.hk ,https://www.wastereduction.gov.hk/apps/vicinity_result.jsp?collection_type=outlet&material_type=col_recharge_battery&district_id=0
Recycling Organisations and Collection Points,回收機構及收集點,MTRC,港鐵公司,818429,834713,Kowloon station,九龍站,2736 0162,,,recycling_helpline@epd.gov.hk,https://www.wastereduction.gov.hk/apps/vicinity_result.jsp?collection_type=outlet&material_type=col_recharge_battery&district_id=0
Recycling Organisations and Collection Points,回收機構及收集點,McDonald's,麥當勞,825542,830652,"Shop 1A, 2B, 3A-B, 9A-B & 9C, Podium A of G/F, Wealthy Garden, Texaco Road, Tsuen Fu Street, Tsuen Wan","荃灣德士古道荃富街富麗商場地下A區1A, 2B, 3A-B, 9A-B & 9C地舖",2498 5689,,,recycling_helpline@epd.gov.hk,https://www.wastereduction.gov.hk/apps/vicinity_result.jsp?collection_type=outlet&material_type=col_recharge_battery&district_id=0
Recycling Organisations and Collection Points,回收機構及收集點,St. James' Settlement - Kathleen McDouall Kindergarten / Child Care Centre,聖雅各福群會 - 麥潔蓮幼稚園,815356.8,835528.9,"2/F & 3/F, 1 Li Chit Street, Wan Chai, Hong Kong",香港灣仔李節街1號二樓及三樓,2795 7038,2796 7018,Mon - Fri (9:00 am - 5:00 pm),weeegogreen@sjs.org.hk,http://weeegogreen.sjs.org.hk
Recycling Organisations and Collection Points,回收機構及收集點,Watsons,屈臣氏,815952,834175,"Shop G1-A, Melbourne Plaza, 33 Queen's Road, Central",中環皇后大道中33號萬邦行地下G1-A舖,2523 0666,,,recycling_helpline@epd.gov.hk ,https://www.wastereduction.gov.hk/apps/vicinity_result.jsp?collection_type=outlet&material_type=col_recharge_battery&district_id=0
Recycling Organisations and Collection Points,回收機構及收集點,MTRC,港鐵公司,828430,815279,Tuen Mun station,屯門站,2630 2801,,,recycling_helpline@epd.gov.hk,https://www.wastereduction.gov.hk/apps/vicinity_result.jsp?collection_type=outlet&material_type=col_recharge_battery&district_id=0
Recycling Organisations and Collection Points,回收機構及收集點,Salvation Army - Salvation Army Family Store  ,救世軍 - 救世軍家品店,819809,840466,"No. 237 G/F, Hay Cheuk Lau, Garden Estate, Ngau Tau Kok, Kwun Tong, Kowloon",九龍觀塘花園大廈喜鵲樓地下237號鋪,2331 2577  (General Enquiry : 2332 4433),2332 4411,"Mon-Sat (10:30am-7:00pm), Sun (2:00pm-7:00pm)            ",recycling@hkt.salvationarmy.org,http://www.salvation.org.hk
Recycling Organisations and Collection Points,回收機構及收集點,McDonald's,麥當勞,818913,837766,"Shop UG30-32, Upper G/F, Fisherman's Wharf, 8 Laguna Verde Avenue, Hung Hom",紅墈海逸道8號漁人碼頭UG層30-32號舖位,2774 9631,,,recycling_helpline@epd.gov.hk,https://www.wastereduction.gov.hk/apps/vicinity_result.jsp?collection_type=outlet&material_type=col_recharge_battery&district_id=0
Recycling Organisations and Collection Points,回收機構及收集點,Watsons,屈臣氏,833719,820915,"Shop 2 & 3, 8-10, G/F, Hing Fat House, 9-13 Kau Yuk Road, Yuen Long",元朗教育路9-13號興發大樓地下,2478 8221 / 2478 9251,,,recycling_helpline@epd.gov.hk ,https://www.wastereduction.gov.hk/apps/vicinity_result.jsp?collection_type=outlet&material_type=col_recharge_battery&district_id=0
Recycling Organisations and Collection Points,回收機構及收集點,McDonald's,麥當勞,821957,838360,"Workshops 7-8 on G/F, New Tech Plaza, 34 Tai Yau Street, San Po Kong",新蒲崗大有街34號新科技廣場地下7-8號舖,2940 5641,,,recycling_helpline@epd.gov.hk ,https://www.wastereduction.gov.hk/apps/vicinity_result.jsp?collection_type=outlet&material_type=col_recharge_battery&district_id=0
Recycling Organisations and Collection Points,回收機構及收集點,Mobile City,流動世界,821351,834517,"Shop 113, 1/F, Dragon Centre, 37K Yen Chow Street, Sham Shui Po",深水?欽州街37K西九龍中心1樓113號鋪,2265 8999,,,recycling_helpline@epd.gov.hk,https://www.wastereduction.gov.hk/apps/vicinity_result.jsp?collection_type=outlet&material_type=col_recharge_battery&district_id=0
Recycling Organisations and Collection Points,回收機構及收集點,Ninki Denki,人氣電器店,826344,829559,"Shop 50-51, L1, Discovery Park, 398 Castle Peak Road, Tsuen Wan",荃灣青山道398號愉景新城商場1樓50-51號,2449 9980,,,recycling_helpline@epd.gov.hk ,https://www.wastereduction.gov.hk/apps/vicinity_result.jsp?collection_type=outlet&material_type=col_recharge_battery&district_id=0
Recycling Organisations and Collection Points,回收機構及收集點,McDonald's,麥當勞,826226,836344,"Shop Nos. A & D, Ground Floor, Yuet On Building, No. 49-53 Tai Wai Road, Shatin",沙田大圍道49-53號悅安樓地下A及D號舖,2608 9197,,,recycling_helpline@epd.gov.hk,https://www.wastereduction.gov.hk/apps/vicinity_result.jsp?collection_type=outlet&material_type=col_recharge_battery&district_id=0
Recycling Organisations and Collection Points,回收機構及收集點,Salvation Army - Salvation Army Family Store  ,救世軍 - 救世軍家品店,819053.9,835738,"G/F, 1A Cliff Road, Yau Ma Tei, Kowloon",九龍油麻地石壁道1A號地下 ,2332 4448 (General Enquiry : 2332 4433),2332 4411,"Mon-Sat (10:30am-7:00pm), Sun (2:00pm-7:00pm)            ",recycling@hkt.salvationarmy.org,http://www.salvation.org.hk
Recycling Organisations and Collection Points,回收機構及收集點,McDonald's,麥當勞,824858,829826,"Shops 203 & 204, 2/F, Riviera Plaza, Riviera Gardens, Tsuen Wan",荃灣海濱花園海濱廣場2樓203-204號舖,2408 3027,,,recycling_helpline@epd.gov.hk,https://www.wastereduction.gov.hk/apps/vicinity_result.jsp?collection_type=outlet&material_type=col_recharge_battery&district_id=0
Recycling Organisations and Collection Points,回收機構及收集點,Friends of the Earth (Hong Kong) - Wellent System Consultants Ltd.,香港地球之友 - 偉倫電腦,819138,841333,"Shop G36, Kwun Tong Plaza, 68 Hoi Yuen Street, Kwun Tong, Kowloon",九龍觀塘開源道68號觀塘廣場地下G36號鋪,2868 1898,2529 2777,Mon-Sun (11:00am - 7:00pm),foehk@foe.org.hk,http://www.foe.org.hk 
Recycling Organisations and Collection Points,回收機構及收集點,MTRC,港鐵公司,826173,837219,Che Kung Temple station,車公廟站,2696 9790,,,recycling_helpline@epd.gov.hk,https://www.wastereduction.gov.hk/apps/vicinity_result.jsp?collection_type=outlet&material_type=col_recharge_battery&district_id=0
Recycling Organisations and Collection Points,回收機構及收集點,EPD,環保署,819975.4,839760.2,"Kowloon Bay Waste Recycling Centre, 11 Cheung Yip Street, Kowloon Bay",九龍灣祥業街11號九龍灣綜合回收中心,2751 6156 / 9186 9422,,"Mon - Fri (9:00am - 12:30pm, 1:30pm - 5:00pm), Closed on Public Holidays",,
Recycling Organisations and Collection Points,回收機構及收集點,MTRC,港鐵公司,816194.3,840346.8,Tai Koo station,太古站,2922 4752,,,recycling_helpline@epd.gov.hk,https://www.wastereduction.gov.hk/apps/vicinity_result.jsp?collection_type=outlet&material_type=col_recharge_battery&district_id=0
Recycling Organisations and Collection Points,回收機構及收集點,MTRC,港鐵公司,829881,840981,Tai Shui Hang station,大水坑站,2630 5125,,,recycling_helpline@epd.gov.hk,https://www.wastereduction.gov.hk/apps/vicinity_result.jsp?collection_type=outlet&material_type=col_recharge_battery&district_id=0
Recycling Organisations and Collection Points,回收機構及收集點,MTRC,港鐵公司,816559.6,839655.4,Quarry Bay station,?魚涌站,2922 4751,,,recycling_helpline@epd.gov.hk,https://www.wastereduction.gov.hk/apps/vicinity_result.jsp?collection_type=outlet&material_type=col_recharge_battery&district_id=0
Recycling Organisations and Collection Points,回收機構及收集點,錦發五金家品有限公司 - 天恩,錦發五金家品有限公司-天恩,835892,817672,"Shop No. 5-6, Tin Yan Estate Market, Tin Shui Wai",天水圍天恩?街市5-6號舖,3152 3588,,,recycling_helpline@epd.gov.hk ,https://www.wastereduction.gov.hk/apps/vicinity_result.jsp?collection_type=outlet&material_type=col_fluo_lamp&district_id=0
Recycling Organisations and Collection Points,回收機構及收集點,7-ELEVEN,7-ELEVEN,818876,836039,"Room 3, LG/F, Block D, Queen Elizabeth Hospital, 30 Gascoigne Road, Kowloon",九龍加士居道30號伊利沙伯醫院D座低層地下3號舖,2299 1110,,,recycling_helpline@epd.gov.hk ,https://www.wastereduction.gov.hk/apps/vicinity_result.jsp?collection_type=outlet&material_type=col_recharge_battery&district_id=0
Recycling Organisations and Collection Points,回收機構及收集點,Tin Yan Shopping Centre,天恩商場,835892,817672,"Tin Yan Shopping Centre, Tin Shui Wai",天水圍天恩商場,,,,recycling_helpline@epd.gov.hk,https://www.wastereduction.gov.hk/apps/vicinity_result.jsp?collection_type=outlet&material_type=col_fluo_lamp&district_id=0
Recycling Organisations and Collection Points,回收機構及收集點,Japan Home Centre,日本城,834869,818736,"Shop No. 110, 1/F, Tin Tsz Shopping Centre, Tin Shui Wai",天水圍天慈商場1樓110號舖,2448 2135,,,recycling_helpline@epd.gov.hk,https://www.wastereduction.gov.hk/apps/vicinity_result.jsp?collection_type=outlet&material_type=col_fluo_lamp&district_id=0
Recycling Organisations and Collection Points,回收機構及收集點,Pricerite,實惠,815699,837149,"Basement, Hong Kong Mansion, No. 1, Yee Wo Street, Causeway Bay",銅鑼灣怡和街1號香港大廈地庫,2923 7010,,,recycling_helpline@epd.gov.hk,https://www.wastereduction.gov.hk/apps/vicinity_result.jsp?collection_type=outlet&material_type=col_recharge_battery&district_id=0
Recycling Organisations and Collection Points,回收機構及收集點,McDonald's,麥當勞,822561,837808,"Shop 126, First Floor, Lung Cheung Plaza, Wong Tai Sin",黃大仙龍翔廣場1樓126號舖,3417 5650,,,recycling_helpline@epd.gov.hk,https://www.wastereduction.gov.hk/apps/vicinity_result.jsp?collection_type=outlet&material_type=col_recharge_battery&district_id=0
Recycling Organisations and Collection Points,回收機構及收集點,McDonald's,麥當勞,840178,831613,"Shop Nos. 12-16 Podium Level 2, Sheung Shui Town Center, 9 Chi Cheong Road, Sheung Shui",上水智昌路9號上水名都商場2樓12至16號舖,2639 0646,,,recycling_helpline@epd.gov.hk,https://www.wastereduction.gov.hk/apps/vicinity_result.jsp?collection_type=outlet&material_type=col_recharge_battery&district_id=0
Recycling Organisations and Collection Points,回收機構及收集點,McDonald's,麥當勞,826862.8,840263.7,"Shop No. 13, Level 2, Commercial Block 3, Kwong Yuen Shopping Centre, Kwong Yuen Estate, Shatin",沙田廣源?廣源商場第三座二樓13號舖,2635 7283,,,recycling_helpline@epd.gov.hk,https://www.wastereduction.gov.hk/apps/vicinity_result.jsp?collection_type=outlet&material_type=col_recharge_battery&district_id=0
Recycling Organisations and Collection Points,回收機構及收集點,Japan Home Centre,日本城,819568,840857,"Mezzanine Floor, 301 & 303 Ngau Tau Kok Road and 1, 3, 5 & 7 Luen On Street, Ngau Tau Kok","牛頭角牛頭角道301 & 303號及聯安街1, 3, 5 &7號地下",2342 9661,,,recycling_helpline@epd.gov.hk,https://www.wastereduction.gov.hk/apps/vicinity_result.jsp?collection_type=outlet&material_type=col_fluo_lamp&district_id=0
Recycling Organisations and Collection Points,回收機構及收集點,Japan Home Centre,日本城,836557,817927,"Shop No. 113, Tin Chak Shopping Centre, Tin Shui Wai",天水圍天澤商場113號舖,2486-3025,,,recycling_helpline@epd.gov.hk ,https://www.wastereduction.gov.hk/apps/vicinity_result.jsp?collection_type=outlet&material_type=col_fluo_lamp&district_id=0
Recycling Organisations and Collection Points,回收機構及收集點,Caritas (Hong Kong) - Caritas Community Centre (Aberdeen),香港明愛 - 香港仔明愛社區中心,812333,833461,"22 Tin Wan Street, Aberdeen, Hong Kong",香港仔田灣街22號,2552 4211,2716 6951,"Mon (2:00pm - 10:00pm),Tue-Sat (10:00am - 10:00pm),Sun (2:00pm - 6:00pm)",info@ccw.org.hk,http://www.ccw.org.hk
Recycling Organisations and Collection Points,回收機構及收集點,HKPC,香港生產力促進局,821899,836151,"HKPC Building, 78 Tat Chee Avenue, Kowloon Tong",九龍塘達之路78號香港生產力大樓,2788 5678,,"Mon - Fri (9:00am – 5:00pm), Closed on Public Holidays",,
Recycling Organisations and Collection Points,回收機構及收集點,St. James Settlement (Headquarters),聖雅各福群會(總會),814946,835936,"1/F, 85 Stone Nullah Lane, Wan Chai, Hong Kong",香港灣仔石水渠街85號1樓,2574 5201 ; 2835 4321 Ms. Tse for the Donation of Electrical Appliances to Elders Scheme. WEEE GO GREEN Tel : 2795 7038,2795 7018,Mon-Sat (9:00am - 6:00 pm),weeegogreen@sjs.org.hk,http://weeegogreen.sjs.org.hk
Recycling Organisations and Collection Points,回收機構及收集點,MTRC,港鐵公司,819262,841378,Kwun Tong station,觀塘站,2927 3341,,,recycling_helpline@epd.gov.hk,https://www.wastereduction.gov.hk/apps/vicinity_result.jsp?collection_type=outlet&material_type=col_recharge_battery&district_id=0
Recycling Organisations and Collection Points,回收機構及收集點,FORTRESS,豐澤,818434.8,834679.5,"Shop No. 1071-1073, First Level at Elements, Kowloon Station, 1 Austin Road West, Tsim Sha Tsui",尖沙咀柯士甸道1號九龍站圓方一樓 1071-1073號舖,2196 8252,,,recycling_helpline@epd.gov.hk ,https://www.wastereduction.gov.hk/apps/vicinity_result.jsp?collection_type=outlet&material_type=col_recharge_battery&district_id=0
Recycling Organisations and Collection Points,回收機構及收集點,People Service Centre Limited,民社服務中心有限公司,821551,835153,"Unit 201-203, Podium Floor, Block 44, Shek Kip Mei Estate, Sham Shui Po, Kowloon",九龍深水?石硤尾?44座平台201-203室,Ms. Au Yeung (Tel: 34889931),2779 3939,Mon-Fri (9:00am - 6:00 pm); Mon-Sun(6:30pm - 9:30 pm),karen@pschk.org,http://www.pschk.org
